nombre
AUTOMATICO
BALINERAS
BANDAS FRENO
BASE MANIGUETA
BOBINA ALTA
BOMBA DE FRENO
BOMBILLO MOTOLED
CALAPIES DELANTEROS
CAPUCHON
CARBURADOR
CDI
COMANDO DERECHO
COMANDO IZQUIERDO
DIRECCIONALES
DISCO CLUTCH
DISCO FRENO DELANTERO
DISCO FRENO TRASERO
EJE TRASERO
ESPEJOS
FLASHER
GUAYAS ACELERADOR
GUAYAS CLUCTH
GUAYAS FRENO
KIT ARRASTRE
KIT CADENILLA
KIT CILINDRO
KIT CUNAS DIRECCION
MALLA SILLIN
MANGO COPA
MANGO MOXI TOPE
MANIGUETA CLUTCH
MANIGUETA FRENO
MORDAZA FRENO DISCO
PASTILLA FRENO DELANTERO
PASTILLA FRENO TRASERO
PITOS
PLATO BOBINA
PRENSA CLUTCH
REGULADOR
RELAY
SWITCH ENCENDIDO
SWITCH RUN
TAPA GASOLINA
TROMPO STOP
